,chromosome,gene_id,new_start,tss_same,tss_len,n_tss_same,n_iso,max_tss_size,num_tss_1_iso,tss_class,gene_name,tss_same_name,filter,idx
28436,14,ENSMUSG00000042323,31084204,['ENSMUST00000156407'],1,1,17,4,9,28436,Pbrm1_ENSMUSG00000042323,Pbrm1-216_ENSMUST00000156407,0,5538
28493,14,ENSMUSG00000044551,70156918,['ENSMUST00000140314'],1,1,5,2,3,28493,9930012K11Rik_ENSMUSG00000044551,9930012K11Rik-204_ENSMUST00000140314,0,5539
28494,14,ENSMUSG00000044551,70159502,"['ENSMUST00000058240', 'ENSMUST00000153871']",2,2,5,2,3,28494,9930012K11Rik_ENSMUSG00000044551,9930012K11Rik-201_ENSMUST00000058240,0,5540
28494,14,ENSMUSG00000044551,70159502,"['ENSMUST00000058240', 'ENSMUST00000153871']",2,2,5,2,3,28494,9930012K11Rik_ENSMUSG00000044551,9930012K11Rik-205_ENSMUST00000153871,0,5540
28507,14,ENSMUSG00000045306,50326761,"['ENSMUST00000217152', 'ENSMUST00000216732']",2,2,3,2,1,28507,Olfr734_ENSMUSG00000045306,Olfr734-203_ENSMUST00000217152,0,5541
28507,14,ENSMUSG00000045306,50326761,"['ENSMUST00000217152', 'ENSMUST00000216732']",2,2,3,2,1,28507,Olfr734_ENSMUSG00000045306,Olfr734-202_ENSMUST00000216732,0,5541
28594,14,ENSMUSG00000048922,67697981,['ENSMUST00000130922'],1,1,7,2,5,28594,Cdca2_ENSMUSG00000048922,Cdca2-202_ENSMUST00000130922,0,5542
28642,14,ENSMUSG00000050335,47373964,['ENSMUST00000146468'],1,1,6,2,4,28642,Lgals3_ENSMUSG00000050335,Lgals3-203_ENSMUST00000146468,0,5543
28664,14,ENSMUSG00000052395,30654360,['ENSMUST00000064230'],1,1,7,2,5,28664,Rft1_ENSMUSG00000052395,Rft1-201_ENSMUST00000064230,0,5544
28667,14,ENSMUSG00000052395,30654387,['ENSMUST00000228262'],1,1,7,2,5,28667,Rft1_ENSMUSG00000052395,Rft1-206_ENSMUST00000228262,0,5545
28668,14,ENSMUSG00000052395,30654407,"['ENSMUST00000226817', 'ENSMUST00000228686']",2,2,7,2,5,28668,Rft1_ENSMUSG00000052395,Rft1-203_ENSMUST00000226817,0,5546
28668,14,ENSMUSG00000052395,30654407,"['ENSMUST00000226817', 'ENSMUST00000228686']",2,2,7,2,5,28668,Rft1_ENSMUSG00000052395,Rft1-207_ENSMUST00000228686,0,5546
28679,14,ENSMUSG00000053093,54973528,['ENSMUST00000227401'],1,1,8,2,4,28679,Myh7_ENSMUSG00000053093,Myh7-206_ENSMUST00000227401,0,5547
28685,14,ENSMUSG00000053205,45351093,['ENSMUST00000226873'],1,1,9,2,7,28685,Styx_ENSMUSG00000053205,Styx-205_ENSMUST00000226873,0,5548
28686,14,ENSMUSG00000053205,45351177,['ENSMUST00000226785'],1,1,9,2,7,28686,Styx_ENSMUSG00000053205,Styx-204_ENSMUST00000226785,0,5549
28687,14,ENSMUSG00000053205,45351222,"['ENSMUST00000228818', 'ENSMUST00000226303']",2,2,9,2,7,28687,Styx_ENSMUSG00000053205,Styx-209_ENSMUST00000228818,0,5550
28687,14,ENSMUSG00000053205,45351222,"['ENSMUST00000228818', 'ENSMUST00000226303']",2,2,9,2,7,28687,Styx_ENSMUSG00000053205,Styx-202_ENSMUST00000226303,0,5550
28688,14,ENSMUSG00000053205,45351227,['ENSMUST00000111835'],1,1,9,2,7,28688,Styx_ENSMUSG00000053205,Styx-201_ENSMUST00000111835,0,5551
28689,14,ENSMUSG00000053205,45351239,['ENSMUST00000226603'],1,1,9,2,7,28689,Styx_ENSMUSG00000053205,Styx-203_ENSMUST00000226603,0,5552
28691,14,ENSMUSG00000053205,45368365,['ENSMUST00000227538'],1,1,9,2,7,28691,Styx_ENSMUSG00000053205,Styx-206_ENSMUST00000227538,0,5553
28692,14,ENSMUSG00000053205,45371507,['ENSMUST00000228321'],1,1,9,2,7,28692,Styx_ENSMUSG00000053205,Styx-208_ENSMUST00000228321,0,5554
28699,14,ENSMUSG00000053453,13950296,['ENSMUST00000224392'],1,1,14,2,12,28699,Thoc7_ENSMUSG00000053453,Thoc7-204_ENSMUST00000224392,0,5555
28700,14,ENSMUSG00000053453,13954623,['ENSMUST00000225559'],1,1,14,2,12,28700,Thoc7_ENSMUSG00000053453,Thoc7-211_ENSMUST00000225559,0,5556
28701,14,ENSMUSG00000053453,13955698,['ENSMUST00000224764'],1,1,14,2,12,28701,Thoc7_ENSMUSG00000053453,Thoc7-206_ENSMUST00000224764,0,5557
28702,14,ENSMUSG00000053453,13957543,['ENSMUST00000224652'],1,1,14,2,12,28702,Thoc7_ENSMUSG00000053453,Thoc7-205_ENSMUST00000224652,0,5558
28703,14,ENSMUSG00000053453,13957631,['ENSMUST00000226008'],1,1,14,2,12,28703,Thoc7_ENSMUSG00000053453,Thoc7-214_ENSMUST00000226008,0,5559
28704,14,ENSMUSG00000053453,13961160,['ENSMUST00000225590'],1,1,14,2,12,28704,Thoc7_ENSMUSG00000053453,Thoc7-212_ENSMUST00000225590,0,5560
28705,14,ENSMUSG00000053453,13961206,['ENSMUST00000225891'],1,1,14,2,12,28705,Thoc7_ENSMUSG00000053453,Thoc7-213_ENSMUST00000225891,0,5561
28706,14,ENSMUSG00000053453,13961212,"['ENSMUST00000224015', 'ENSMUST00000225202']",2,2,14,2,12,28706,Thoc7_ENSMUSG00000053453,Thoc7-203_ENSMUST00000224015,0,5562
28706,14,ENSMUSG00000053453,13961212,"['ENSMUST00000224015', 'ENSMUST00000225202']",2,2,14,2,12,28706,Thoc7_ENSMUSG00000053453,Thoc7-207_ENSMUST00000225202,0,5562
28707,14,ENSMUSG00000053453,13961215,['ENSMUST00000225401'],1,1,14,2,12,28707,Thoc7_ENSMUSG00000053453,Thoc7-210_ENSMUST00000225401,0,5563
28708,14,ENSMUSG00000053453,13961234,['ENSMUST00000225317'],1,1,14,2,12,28708,Thoc7_ENSMUSG00000053453,Thoc7-208_ENSMUST00000225317,0,5564
28709,14,ENSMUSG00000053453,13961260,['ENSMUST00000223832'],1,1,14,2,12,28709,Thoc7_ENSMUSG00000053453,Thoc7-202_ENSMUST00000223832,0,5565
28710,14,ENSMUSG00000053453,13961277,['ENSMUST00000065865'],1,1,14,2,12,28710,Thoc7_ENSMUSG00000053453,Thoc7-201_ENSMUST00000065865,0,5566
28711,14,ENSMUSG00000053453,13961852,['ENSMUST00000225325'],1,1,14,2,12,28711,Thoc7_ENSMUSG00000053453,Thoc7-209_ENSMUST00000225325,0,5567
28745,14,ENSMUSG00000054423,12376943,['ENSMUST00000223637'],1,1,12,3,9,28745,Cadps_ENSMUSG00000054423,Cadps-205_ENSMUST00000223637,0,5568
28746,14,ENSMUSG00000054423,12377279,['ENSMUST00000224140'],1,1,12,3,9,28746,Cadps_ENSMUSG00000054423,Cadps-207_ENSMUST00000224140,0,5569
28747,14,ENSMUSG00000054423,12406288,['ENSMUST00000225807'],1,1,12,3,9,28747,Cadps_ENSMUSG00000054423,Cadps-212_ENSMUST00000225807,0,5570
28748,14,ENSMUSG00000054423,12474527,['ENSMUST00000224704'],1,1,12,3,9,28748,Cadps_ENSMUSG00000054423,Cadps-209_ENSMUST00000224704,0,5571
28749,14,ENSMUSG00000054423,12489517,['ENSMUST00000224581'],1,1,12,3,9,28749,Cadps_ENSMUSG00000054423,Cadps-208_ENSMUST00000224581,0,5572
28750,14,ENSMUSG00000054423,12541958,['ENSMUST00000224106'],1,1,12,3,9,28750,Cadps_ENSMUSG00000054423,Cadps-206_ENSMUST00000224106,0,5573
28751,14,ENSMUSG00000054423,12546401,['ENSMUST00000225606'],1,1,12,3,9,28751,Cadps_ENSMUSG00000054423,Cadps-211_ENSMUST00000225606,0,5574
28752,14,ENSMUSG00000054423,12823045,['ENSMUST00000067491'],1,1,12,3,9,28752,Cadps_ENSMUSG00000054423,Cadps-201_ENSMUST00000067491,0,5575
28753,14,ENSMUSG00000054423,12823053,['ENSMUST00000224882'],1,1,12,3,9,28753,Cadps_ENSMUSG00000054423,Cadps-210_ENSMUST00000224882,0,5576
28754,14,ENSMUSG00000054423,12823079,"['ENSMUST00000112658', 'ENSMUST00000112657', 'ENSMUST00000177814']",3,3,12,3,9,28754,Cadps_ENSMUSG00000054423,Cadps-203_ENSMUST00000112658,0,5577
28754,14,ENSMUSG00000054423,12823079,"['ENSMUST00000112658', 'ENSMUST00000112657', 'ENSMUST00000177814']",3,3,12,3,9,28754,Cadps_ENSMUSG00000054423,Cadps-202_ENSMUST00000112657,0,5577
28754,14,ENSMUSG00000054423,12823079,"['ENSMUST00000112658', 'ENSMUST00000112657', 'ENSMUST00000177814']",3,3,12,3,9,28754,Cadps_ENSMUSG00000054423,Cadps-204_ENSMUST00000177814,0,5577
28767,14,ENSMUSG00000055128,46832125,['ENSMUST00000068532'],1,1,5,2,3,28767,Cgrrf1_ENSMUSG00000055128,Cgrrf1-201_ENSMUST00000068532,0,5578
28768,14,ENSMUSG00000055128,46832219,"['ENSMUST00000140114', 'ENSMUST00000226861']",2,2,5,2,3,28768,Cgrrf1_ENSMUSG00000055128,Cgrrf1-204_ENSMUST00000140114,0,5579
28768,14,ENSMUSG00000055128,46832219,"['ENSMUST00000140114', 'ENSMUST00000226861']",2,2,5,2,3,28768,Cgrrf1_ENSMUSG00000055128,Cgrrf1-205_ENSMUST00000226861,0,5579
28769,14,ENSMUSG00000055128,46832229,['ENSMUST00000133989'],1,1,5,2,3,28769,Cgrrf1_ENSMUSG00000055128,Cgrrf1-203_ENSMUST00000133989,0,5580
28770,14,ENSMUSG00000055128,46832244,['ENSMUST00000133790'],1,1,5,2,3,28770,Cgrrf1_ENSMUSG00000055128,Cgrrf1-202_ENSMUST00000133790,0,5581
28771,14,ENSMUSG00000055421,93885748,['ENSMUST00000194129'],1,1,8,2,6,28771,Pcdh9_ENSMUSG00000055421,Pcdh9-206_ENSMUST00000194129,0,5582
28772,14,ENSMUSG00000055421,93886224,['ENSMUST00000192817'],1,1,8,2,6,28772,Pcdh9_ENSMUSG00000055421,Pcdh9-203_ENSMUST00000192817,0,5583
28773,14,ENSMUSG00000055421,93888732,['ENSMUST00000068992'],1,1,8,2,6,28773,Pcdh9_ENSMUSG00000055421,Pcdh9-201_ENSMUST00000068992,0,5584
28774,14,ENSMUSG00000055421,93890159,['ENSMUST00000195376'],1,1,8,2,6,28774,Pcdh9_ENSMUSG00000055421,Pcdh9-207_ENSMUST00000195376,0,5585
28775,14,ENSMUSG00000055421,93890629,['ENSMUST00000192221'],1,1,8,2,6,28775,Pcdh9_ENSMUSG00000055421,Pcdh9-202_ENSMUST00000192221,0,5586
28776,14,ENSMUSG00000055421,93890669,"['ENSMUST00000195826', 'ENSMUST00000193901']",2,2,8,2,6,28776,Pcdh9_ENSMUSG00000055421,Pcdh9-208_ENSMUST00000195826,0,5587
28776,14,ENSMUSG00000055421,93890669,"['ENSMUST00000195826', 'ENSMUST00000193901']",2,2,8,2,6,28776,Pcdh9_ENSMUSG00000055421,Pcdh9-204_ENSMUST00000193901,0,5587
28777,14,ENSMUSG00000055421,93890679,['ENSMUST00000194056'],1,1,8,2,6,28777,Pcdh9_ENSMUSG00000055421,Pcdh9-205_ENSMUST00000194056,0,5588
28786,14,ENSMUSG00000056234,32159865,['ENSMUST00000163336'],1,1,13,2,11,28786,Ncoa4_ENSMUSG00000056234,Ncoa4-202_ENSMUST00000163336,0,5589
28787,14,ENSMUSG00000056234,32159911,['ENSMUST00000228143'],1,1,13,2,11,28787,Ncoa4_ENSMUSG00000056234,Ncoa4-212_ENSMUST00000228143,0,5590
28788,14,ENSMUSG00000056234,32159938,['ENSMUST00000169722'],1,1,13,2,11,28788,Ncoa4_ENSMUSG00000056234,Ncoa4-208_ENSMUST00000169722,0,5591
28789,14,ENSMUSG00000056234,32159981,['ENSMUST00000168385'],1,1,13,2,11,28789,Ncoa4_ENSMUSG00000056234,Ncoa4-207_ENSMUST00000168385,0,5592
28790,14,ENSMUSG00000056234,32165589,['ENSMUST00000168334'],1,1,13,2,11,28790,Ncoa4_ENSMUSG00000056234,Ncoa4-206_ENSMUST00000168334,0,5593
28791,14,ENSMUSG00000056234,32165791,['ENSMUST00000111994'],1,1,13,2,11,28791,Ncoa4_ENSMUSG00000056234,Ncoa4-201_ENSMUST00000111994,0,5594
28796,14,ENSMUSG00000056234,32170858,['ENSMUST00000227112'],1,1,13,2,11,28796,Ncoa4_ENSMUSG00000056234,Ncoa4-210_ENSMUST00000227112,0,5595
28797,14,ENSMUSG00000056234,32176732,['ENSMUST00000228779'],1,1,13,2,11,28797,Ncoa4_ENSMUSG00000056234,Ncoa4-213_ENSMUST00000228779,0,5596
28798,14,ENSMUSG00000056296,13284780,['ENSMUST00000070323'],1,1,9,2,7,28798,Synpr_ENSMUSG00000056296,Synpr-201_ENSMUST00000070323,0,5597
28799,14,ENSMUSG00000056296,13284817,['ENSMUST00000223580'],1,1,9,2,7,28799,Synpr_ENSMUSG00000056296,Synpr-206_ENSMUST00000223580,0,5598
28800,14,ENSMUSG00000056296,13284830,['ENSMUST00000225636'],1,1,9,2,7,28800,Synpr_ENSMUSG00000056296,Synpr-208_ENSMUST00000225636,0,5599
28801,14,ENSMUSG00000056296,13284841,['ENSMUST00000226094'],1,1,9,2,7,28801,Synpr_ENSMUSG00000056296,Synpr-209_ENSMUST00000226094,0,5600
28802,14,ENSMUSG00000056296,13425737,['ENSMUST00000223583'],1,1,9,2,7,28802,Synpr_ENSMUSG00000056296,Synpr-207_ENSMUST00000223583,0,5601
28803,14,ENSMUSG00000056296,13453958,['ENSMUST00000153954'],1,1,9,2,7,28803,Synpr_ENSMUSG00000056296,Synpr-205_ENSMUST00000153954,0,5602
28805,14,ENSMUSG00000056296,13454029,['ENSMUST00000112656'],1,1,9,2,7,28805,Synpr_ENSMUSG00000056296,Synpr-202_ENSMUST00000112656,0,5603
28847,14,ENSMUSG00000058317,18597241,['ENSMUST00000176672'],1,1,14,2,12,28847,Ube2e2_ENSMUSG00000058317,Ube2e2-210_ENSMUST00000176672,0,5604
28848,14,ENSMUSG00000058317,18665150,['ENSMUST00000135381'],1,1,14,2,12,28848,Ube2e2_ENSMUSG00000058317,Ube2e2-203_ENSMUST00000135381,0,5605
28849,14,ENSMUSG00000058317,18888297,['ENSMUST00000175643'],1,1,14,2,12,28849,Ube2e2_ENSMUSG00000058317,Ube2e2-207_ENSMUST00000175643,0,5606
28850,14,ENSMUSG00000058317,18888393,['ENSMUST00000176843'],1,1,14,2,12,28850,Ube2e2_ENSMUSG00000058317,Ube2e2-211_ENSMUST00000176843,0,5607
28851,14,ENSMUSG00000058317,18888441,['ENSMUST00000076133'],1,1,14,2,12,28851,Ube2e2_ENSMUSG00000058317,Ube2e2-201_ENSMUST00000076133,0,5608
28852,14,ENSMUSG00000058317,18888449,['ENSMUST00000176555'],1,1,14,2,12,28852,Ube2e2_ENSMUSG00000058317,Ube2e2-209_ENSMUST00000176555,0,5609
28853,14,ENSMUSG00000058317,18893279,['ENSMUST00000144873'],1,1,14,2,12,28853,Ube2e2_ENSMUSG00000058317,Ube2e2-204_ENSMUST00000144873,0,5610
28854,14,ENSMUSG00000058317,18893414,['ENSMUST00000151926'],1,1,14,2,12,28854,Ube2e2_ENSMUSG00000058317,Ube2e2-206_ENSMUST00000151926,0,5611
28855,14,ENSMUSG00000058317,18893645,"['ENSMUST00000177259', 'ENSMUST00000177398']",2,2,14,2,12,28855,Ube2e2_ENSMUSG00000058317,Ube2e2-213_ENSMUST00000177259,0,5612
28855,14,ENSMUSG00000058317,18893645,"['ENSMUST00000177259', 'ENSMUST00000177398']",2,2,14,2,12,28855,Ube2e2_ENSMUSG00000058317,Ube2e2-214_ENSMUST00000177398,0,5612
28856,14,ENSMUSG00000058317,18893693,['ENSMUST00000176062'],1,1,14,2,12,28856,Ube2e2_ENSMUSG00000058317,Ube2e2-208_ENSMUST00000176062,0,5613
28857,14,ENSMUSG00000058317,18893718,['ENSMUST00000176931'],1,1,14,2,12,28857,Ube2e2_ENSMUSG00000058317,Ube2e2-212_ENSMUST00000176931,0,5614
28858,14,ENSMUSG00000058317,18893776,['ENSMUST00000150727'],1,1,14,2,12,28858,Ube2e2_ENSMUSG00000058317,Ube2e2-205_ENSMUST00000150727,0,5615
28859,14,ENSMUSG00000058317,18894267,['ENSMUST00000124353'],1,1,14,2,12,28859,Ube2e2_ENSMUSG00000058317,Ube2e2-202_ENSMUST00000124353,0,5616
28886,14,ENSMUSG00000059456,66160678,['ENSMUST00000136216'],1,1,8,2,6,28886,Ptk2b_ENSMUSG00000059456,Ptk2b-205_ENSMUST00000136216,0,5617
28887,14,ENSMUSG00000059456,66163906,['ENSMUST00000148104'],1,1,8,2,6,28887,Ptk2b_ENSMUSG00000059456,Ptk2b-206_ENSMUST00000148104,0,5618
28888,14,ENSMUSG00000059456,66170282,['ENSMUST00000154865'],1,1,8,2,6,28888,Ptk2b_ENSMUSG00000059456,Ptk2b-207_ENSMUST00000154865,0,5619
28889,14,ENSMUSG00000059456,66213552,['ENSMUST00000178730'],1,1,8,2,6,28889,Ptk2b_ENSMUSG00000059456,Ptk2b-208_ENSMUST00000178730,0,5620
28890,14,ENSMUSG00000059456,66280982,['ENSMUST00000111121'],1,1,8,2,6,28890,Ptk2b_ENSMUSG00000059456,Ptk2b-203_ENSMUST00000111121,0,5621
28891,14,ENSMUSG00000059456,66280992,['ENSMUST00000127083'],1,1,8,2,6,28891,Ptk2b_ENSMUSG00000059456,Ptk2b-204_ENSMUST00000127083,0,5622
28892,14,ENSMUSG00000059456,66281052,"['ENSMUST00000022622', 'ENSMUST00000089250']",2,2,8,2,6,28892,Ptk2b_ENSMUSG00000059456,Ptk2b-201_ENSMUST00000022622,0,5623
28892,14,ENSMUSG00000059456,66281052,"['ENSMUST00000022622', 'ENSMUST00000089250']",2,2,8,2,6,28892,Ptk2b_ENSMUSG00000059456,Ptk2b-202_ENSMUST00000089250,0,5623
28922,14,ENSMUSG00000060373,52097619,['ENSMUST00000226993'],1,1,13,3,8,28922,Hnrnpc_ENSMUSG00000060373,Hnrnpc-203_ENSMUST00000226993,0,5624
28923,14,ENSMUSG00000060373,52103969,['ENSMUST00000227536'],1,1,13,3,8,28923,Hnrnpc_ENSMUSG00000060373,Hnrnpc-207_ENSMUST00000227536,0,5625
28924,14,ENSMUSG00000060373,52103990,['ENSMUST00000227195'],1,1,13,3,8,28924,Hnrnpc_ENSMUSG00000060373,Hnrnpc-204_ENSMUST00000227195,0,5626
28925,14,ENSMUSG00000060373,52103993,['ENSMUST00000228815'],1,1,13,3,8,28925,Hnrnpc_ENSMUSG00000060373,Hnrnpc-213_ENSMUST00000228815,0,5627
28927,14,ENSMUSG00000060373,52104003,['ENSMUST00000227458'],1,1,13,3,8,28927,Hnrnpc_ENSMUSG00000060373,Hnrnpc-206_ENSMUST00000227458,0,5628
28928,14,ENSMUSG00000060373,52104004,['ENSMUST00000228232'],1,1,13,3,8,28928,Hnrnpc_ENSMUSG00000060373,Hnrnpc-210_ENSMUST00000228232,0,5629
28929,14,ENSMUSG00000060373,52104005,['ENSMUST00000227242'],1,1,13,3,8,28929,Hnrnpc_ENSMUSG00000060373,Hnrnpc-205_ENSMUST00000227242,0,5630
28930,14,ENSMUSG00000060373,52104007,['ENSMUST00000228748'],1,1,13,3,8,28930,Hnrnpc_ENSMUSG00000060373,Hnrnpc-211_ENSMUST00000228748,0,5631
28931,14,ENSMUSG00000060373,52104028,"['ENSMUST00000111610', 'ENSMUST00000164655']",2,2,13,3,8,28931,Hnrnpc_ENSMUSG00000060373,Hnrnpc-201_ENSMUST00000111610,0,5632
28931,14,ENSMUSG00000060373,52104028,"['ENSMUST00000111610', 'ENSMUST00000164655']",2,2,13,3,8,28931,Hnrnpc_ENSMUSG00000060373,Hnrnpc-202_ENSMUST00000164655,0,5632
28943,14,ENSMUSG00000060579,10421597,['ENSMUST00000179394'],1,1,8,2,6,28943,Fhit_ENSMUSG00000060579,Fhit-208_ENSMUST00000179394,0,5633
28944,14,ENSMUSG00000060579,10453458,['ENSMUST00000161302'],1,1,8,2,6,28944,Fhit_ENSMUSG00000060579,Fhit-204_ENSMUST00000161302,0,5634
28945,14,ENSMUSG00000060579,11125179,['ENSMUST00000161179'],1,1,8,2,6,28945,Fhit_ENSMUSG00000060579,Fhit-203_ENSMUST00000161179,0,5635
28946,14,ENSMUSG00000060579,11125562,['ENSMUST00000162817'],1,1,8,2,6,28946,Fhit_ENSMUSG00000060579,Fhit-207_ENSMUST00000162817,0,5636
28948,14,ENSMUSG00000060579,11162032,['ENSMUST00000162278'],1,1,8,2,6,28948,Fhit_ENSMUSG00000060579,Fhit-206_ENSMUST00000162278,0,5637
28949,14,ENSMUSG00000060579,11162035,"['ENSMUST00000160340', 'ENSMUST00000160956']",2,2,8,2,6,28949,Fhit_ENSMUSG00000060579,Fhit-201_ENSMUST00000160340,0,5638
28949,14,ENSMUSG00000060579,11162035,"['ENSMUST00000160340', 'ENSMUST00000160956']",2,2,8,2,6,28949,Fhit_ENSMUSG00000060579,Fhit-202_ENSMUST00000160956,0,5638
28964,14,ENSMUSG00000062014,46816139,['ENSMUST00000228515'],1,1,8,2,6,28964,Gmfb_ENSMUSG00000062014,Gmfb-208_ENSMUST00000228515,0,5639
28965,14,ENSMUSG00000062014,46817793,['ENSMUST00000226842'],1,1,8,2,6,28965,Gmfb_ENSMUSG00000062014,Gmfb-205_ENSMUST00000226842,0,5640
28966,14,ENSMUSG00000062014,46818419,['ENSMUST00000226333'],1,1,8,2,6,28966,Gmfb_ENSMUSG00000062014,Gmfb-204_ENSMUST00000226333,0,5641
28967,14,ENSMUSG00000062014,46819575,['ENSMUST00000145958'],1,1,8,2,6,28967,Gmfb_ENSMUSG00000062014,Gmfb-203_ENSMUST00000145958,0,5642
28968,14,ENSMUSG00000062014,46822156,['ENSMUST00000228065'],1,1,8,2,6,28968,Gmfb_ENSMUSG00000062014,Gmfb-207_ENSMUST00000228065,0,5643
28969,14,ENSMUSG00000062014,46822184,['ENSMUST00000226937'],1,1,8,2,6,28969,Gmfb_ENSMUSG00000062014,Gmfb-206_ENSMUST00000226937,0,5644
28970,14,ENSMUSG00000062014,46822242,"['ENSMUST00000111817', 'ENSMUST00000079314']",2,2,8,2,6,28970,Gmfb_ENSMUSG00000062014,Gmfb-202_ENSMUST00000111817,0,5645
28970,14,ENSMUSG00000062014,46822242,"['ENSMUST00000111817', 'ENSMUST00000079314']",2,2,8,2,6,28970,Gmfb_ENSMUSG00000062014,Gmfb-201_ENSMUST00000079314,0,5645
28977,14,ENSMUSG00000063142,23554798,"['ENSMUST00000212542', 'ENSMUST00000212576']",2,2,38,15,9,28977,Kcnma1_ENSMUSG00000063142,Kcnma1-217_ENSMUST00000212542,0,5646
28977,14,ENSMUSG00000063142,23554798,"['ENSMUST00000212542', 'ENSMUST00000212576']",2,2,38,15,9,28977,Kcnma1_ENSMUSG00000063142,Kcnma1-218_ENSMUST00000212576,0,5646
28978,14,ENSMUSG00000063142,23650189,['ENSMUST00000112423'],1,1,38,15,9,28978,Kcnma1_ENSMUSG00000063142,Kcnma1-204_ENSMUST00000112423,0,5647
28979,14,ENSMUSG00000063142,23732124,['ENSMUST00000224465'],1,1,38,15,9,28979,Kcnma1_ENSMUSG00000063142,Kcnma1-227_ENSMUST00000224465,0,5648
28983,14,ENSMUSG00000063142,24003977,['ENSMUST00000224025'],1,1,38,15,9,28983,Kcnma1_ENSMUSG00000063142,Kcnma1-223_ENSMUST00000224025,0,5649
28984,14,ENSMUSG00000063142,24004125,['ENSMUST00000188991'],1,1,38,15,9,28984,Kcnma1_ENSMUSG00000063142,Kcnma1-213_ENSMUST00000188991,0,5650
28985,14,ENSMUSG00000063142,24004149,['ENSMUST00000224468'],1,1,38,15,9,28985,Kcnma1_ENSMUSG00000063142,Kcnma1-228_ENSMUST00000224468,0,5651
28986,14,ENSMUSG00000063142,24004205,"['ENSMUST00000188285', 'ENSMUST00000190044']",2,2,38,15,9,28986,Kcnma1_ENSMUSG00000063142,Kcnma1-212_ENSMUST00000188285,0,5652
28986,14,ENSMUSG00000063142,24004205,"['ENSMUST00000188285', 'ENSMUST00000190044']",2,2,38,15,9,28986,Kcnma1_ENSMUSG00000063142,Kcnma1-214_ENSMUST00000190044,0,5652
28987,14,ENSMUSG00000063142,24004298,['ENSMUST00000190339'],1,1,38,15,9,28987,Kcnma1_ENSMUSG00000063142,Kcnma1-215_ENSMUST00000190339,0,5653
28988,14,ENSMUSG00000063142,24004859,['ENSMUST00000145596'],1,1,38,15,9,28988,Kcnma1_ENSMUSG00000063142,Kcnma1-205_ENSMUST00000145596,0,5654
28989,14,ENSMUSG00000063142,24014491,['ENSMUST00000226051'],1,1,38,15,9,28989,Kcnma1_ENSMUSG00000063142,Kcnma1-238_ENSMUST00000226051,0,5655
29031,14,ENSMUSG00000068015,74806058,['ENSMUST00000226799'],1,1,8,2,6,29031,Lrch1_ENSMUSG00000068015,Lrch1-202_ENSMUST00000226799,0,5656
29032,14,ENSMUSG00000068015,74885255,['ENSMUST00000228134'],1,1,8,2,6,29032,Lrch1_ENSMUSG00000068015,Lrch1-204_ENSMUST00000228134,0,5657
29033,14,ENSMUSG00000068015,74899722,['ENSMUST00000227433'],1,1,8,2,6,29033,Lrch1_ENSMUSG00000068015,Lrch1-203_ENSMUST00000227433,0,5658
29034,14,ENSMUSG00000068015,74947866,['ENSMUST00000088970'],1,1,8,2,6,29034,Lrch1_ENSMUSG00000068015,Lrch1-201_ENSMUST00000088970,0,5659
29035,14,ENSMUSG00000068015,74947876,['ENSMUST00000228252'],1,1,8,2,6,29035,Lrch1_ENSMUSG00000068015,Lrch1-205_ENSMUST00000228252,0,5660
29173,14,ENSMUSG00000075486,101640448,['ENSMUST00000227868'],1,1,4,2,2,29173,Commd6_ENSMUSG00000075486,Commd6-204_ENSMUST00000227868,0,5661
29174,14,ENSMUSG00000075486,101640457,['ENSMUST00000168587'],1,1,4,2,2,29174,Commd6_ENSMUSG00000075486,Commd6-203_ENSMUST00000168587,0,5662
29175,14,ENSMUSG00000075486,101640686,"['ENSMUST00000100339', 'ENSMUST00000131022']",2,2,4,2,2,29175,Commd6_ENSMUSG00000075486,Commd6-201_ENSMUST00000100339,0,5663
29175,14,ENSMUSG00000075486,101640686,"['ENSMUST00000100339', 'ENSMUST00000131022']",2,2,4,2,2,29175,Commd6_ENSMUSG00000075486,Commd6-202_ENSMUST00000131022,0,5663
29328,14,ENSMUSG00000079386,4514758,['ENSMUST00000112776'],1,1,3,2,1,29328,Gm3173_ENSMUSG00000079386,Gm3173-201_ENSMUST00000112776,0,5664
29451,14,ENSMUSG00000090585,7412460,['ENSMUST00000180508'],1,1,4,2,2,29451,4933406F09Rik_ENSMUSG00000090585,4933406F09Rik-202_ENSMUST00000180508,0,5665
29610,14,ENSMUSG00000093954,69426477,['ENSMUST00000184039'],1,1,7,2,5,29610,Gm16867_ENSMUSG00000093954,Gm16867-206_ENSMUST00000184039,0,5666
29611,14,ENSMUSG00000093954,69503226,['ENSMUST00000184816'],1,1,7,2,5,29611,Gm16867_ENSMUSG00000093954,Gm16867-207_ENSMUST00000184816,0,5667
29612,14,ENSMUSG00000093954,69503232,['ENSMUST00000180059'],1,1,7,2,5,29612,Gm16867_ENSMUSG00000093954,Gm16867-202_ENSMUST00000180059,0,5668
29613,14,ENSMUSG00000093954,69503236,['ENSMUST00000183695'],1,1,7,2,5,29613,Gm16867_ENSMUSG00000093954,Gm16867-203_ENSMUST00000183695,0,5669
